# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416336798;2.40;34379.85;227752.72;0.02;316783.67;0.00;0.00;0.00;0.00
axle;60;1416336858;0.00;232.14;211444.02;0.00;203059.82;0.00;0.00;0.00;0.00
axle;60;1416336918;0.53;287.58;157832.23;0.00;132072.56;0.00;0.00;0.00;0.00
axle;60;1416336978;0.60;321.29;148270.84;0.00;125047.59;0.00;0.00;0.00;0.00
axle;60;1416337038;8.77;423.70;115023.92;0.00;107488.90;0.00;0.00;0.00;0.00
axle;60;1416337098;0.00;30.47;11728.15;0.00;40660.70;0.00;0.00;0.00;0.00
axle;60;1416337158;0.00;123.39;74807.17;0.00;40384.18;0.00;0.00;0.00;0.00
axle;60;1416337218;0.20;80.33;462.59;0.00;56770.33;0.00;0.00;0.00;0.00
axle;60;1416337278;0.00;33.19;240.76;0.00;21049.11;0.00;0.00;0.00;0.00
axle;60;1416337338;0.00;21.93;239.75;0.00;7840.97;0.00;0.00;0.00;0.00
